Text-Link,Text-Category,Deepseek:32b,Named entity recognition,Ground truth,Named Entities,
https://maltatoday.com/news/court_and_police/130434/driver_seriously_injured_in_midnight_floriana_crash,Crime and Justice,Male: 2 Female: 0 Unknown: 1,Male: 0 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 1,Man - M Man - M spokesperson - U,
https://maltatoday.com/news/court_and_police/130791/man_admits_to_violent_grocery_store_robbery,Crime and Justice,Male: 3 Female: 4 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 2 Unknown: 0,Darryl Farr - M Clive Aquilina - M Wyatt Zammit - M Yana Micallef Stafrace - F Clive Aquilina - M Ilona Schembri - F,
https://maltatoday.com/news/court_and_police/132407/family_gets_21600_compensation_following_bus_crash_which_left_house_in_danger_of_collapsing,Crime and Justice,Male: 1 Female: 0 Unknown: 2,Male: 1 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 1,Toni Abela - M Plaintiff - M Driver - U,
https://timesofmalta.com/article/complaints-payment-disruptions-following-probe-card-issuer.1094364,Crime and Justice,Male: 3 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Customer - M Customer 2 - M Corporate Service Provider - M,
https://maltatoday.com/news/court_and_police/131356/judge_calls_on_authorities_to_reconsider_withdrawal_of_human_protection_from_ukrainian_mother_daughter_,Crime and Justice,Male: 1 Female: 2 Unknown: 2,Male: 0 Female: 2 Unknown: 0,Male: 1 Female: 2 Unknown: 0,Oksana Volodymyrivna Solopko - F Aryna Tsovma - F Toni Abela - M,
https://maltatoday.com/news/court_and_police/132641/_gozitanaustralian_billionaire_adrian_portelli_faces_nine_charges_over_alleged_unlawful_lottery,Crime and Justice,Male: 1 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Adrian Portelli - M,
https://timesofmalta.com/article/teen-barred-handball-wheelchair-takes-association-court.1101378,Crime and Justice,Male: 10 Female: 3 Unknown: 0,Male: 10 Female: 0 Unknown: 0,Male: 10 Female: 3 Unknown: 0,"Thomas Mifsud - M Nicolette Mifsud - F Samuel Mifsud - M Daniel Tabone - M Joseph Aquilina - M Adam Sule Soares - M Vanessa Cutajar Mifsud - F David Ruch, - M Guy Bischoff - M Warren Farrugia - M Eve Borg Costanzi - F Stephen Thake - M Robert Dingli - M",
https://maltatoday.com/news/court_and_police/130950/jason_azzopardi_accuses_top_lesa_officials_of_transferring_traffic_fines_onto_unsuspecting_tourists,Crime and Justice,Male: 5 Female: 3 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 7 Female: 2 Unknown: 0,Jason Azzopardi - M Svetlick Flores - M Neville Camilleri - M Robert Abela - M Byron Camilleri - M Walid Ouhida - M Marita Bianco - F Mauro Bianco - M Gail Mizzi - F,
https://maltatoday.com/news/court_and_police/132283/two_remanded_in_custody_for_146kg_cocaine_bust_at_freeport_,Crime and Justice,Male: 9 Female: 1 Unknown: 2,Male: 10 Female: 0 Unknown: 0,Male: 9 Female: 1 Unknown: 0,Darren Dimech - M Roderick Camilleri - M Jason Azzopardi - M Kris Busietta - M Alessandro Farrugia - M George Anton Butti?ie? - M  Maria Francesca Spiteri - F Mark Mercieca - M John Leigh Howard - M Francesco Mizzi - M two people arrested - U x2,
https://timesofmalta.com/article/today-front-pages-december-13-2024.1102384,Crime and Justice,Male: 3 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Man - M Daniel Attard - M Man - M,
https://maltatoday.com/news/court_and_police/129787/mile_end_bomb_suspect_to_be_examined_by_psychiatrists_ahead_of_possible_insanity_plea,Crime and Justice,Male: 4 Female: 2 Unknown: 2,Male: 7 Female: 0 Unknown: 0,Male: 6 Female: 2 Unknown: 0,David Brincat - M Kevan Azzopardi - M Nicholas Mifsud - M Mario Mifsud - M Lara Attard - F Wayne Camilleri - M Kaylie Bonnett - F Lydon Zammit - M,
https://maltatoday.com/news/court_and_police/128834/police_arrest_three_in_swatar_in_heroin_trafficking_deal,Crime and Justice,Male: 4 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Man - M Man - M Man - M Anthony Agius Bonnici - M,
https://maltatoday.com/news/court_and_police/131973/two_people_suffer_grievous_injuries_in_separate_falls,Crime and Justice,Male: 1 Female: 2 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 3 Unknown: 0,Man - M Woman - F Simone Grech - F,
https://maltatoday.com/news/court_and_police/130625/young_woman_stabbed_on_st_julians_beach_,Crime and Justice,Male: 1 Female: 1 Unknown: 3,Male: 0 Female: 1 Unknown: 0,Male: 1 Female: 1 Unknown: 2,Woman - F Person - U Person - U Philip Galea - M spokesperson - U,
https://timesofmalta.com/article/chris-fearne-edward-scicluna-sitting-annulled-defective-notification.1093202,Crime and Justice,Male: 9 Female: 1 Unknown: 12,Male: 5 Female: 1 Unknown: 1,Male: 9 Female: 1 Unknown: 12,Chris Fearne - M Edward Scicluna - M Kenneth Deguara - M Kevin Deguara - M Jean Carl Farrugia - M Francesco Refalo - M Charles Mercieca - M Giannella de Marco - F Leonard Caruana  - M Franco Debono - M three secretaries - U x3 nine officials - U x9,
https://timesofmalta.com/article/no-government-opposition-ngo-ask-resign-edward-scicluna.1093158,Crime and Justice,Male: 7 Female: 1 Unknown: 0,Male: 9 Female: 0 Unknown: 0,Male: 8 Female: 1 Unknown: 0,Edward Scicluna - M Robert Abela - M Chris Fearne - M Joseph Muscat  - M Peter Kazimir - M Christine Lagarde - F Konrad Mizzi  - M Keith Schembri  - M Alfred Camilleri - M,
https://maltatoday.com/news/court_and_police/129599/bail_denied_for_man_25_who_raped_colombian_victim_and_kidnapping_her_,Crime and Justice,Male: 6 Female: 5 Unknown: 0,Male: 6 Female: 3 Unknown: 0,Male: 8 Female: 5 Unknown: 0,Stefmar Hatherly - M Giannella Camilleri  - F Omar Zammit  - M Colombian Woman - F Jurgen Dalli - M Cynthia Tomasuolo - F Wayne Buhagiar - M Matthew Xuereb - M Jose Herrera - M Sandro Camilleri - M Jurgen Dalli - M another ex-girlfriend - F daugheter - F,
https://maltatoday.com/news/court_and_police/132807/disability_benefits_fraud_roger_agius_no_longer_represented_by_jason_azzopardi,Crime and Justice,Male: 7 Female: 1 Unknown: 0,Male: 8 Female: 0 Unknown: 0,Male: 7 Female: 1 Unknown: 0,Roger Agius - M Jason Azzopardi - M Rachel Montebello  - F Andy Ellul - M Silvio Grixti - M Dustin Caruana - M Manuel Spagnol - M Luke Saliba - M,
https://timesofmalta.com/article/daniel-meli-parents-fear-case-decided-law-changes.1097260,Crime and Justice,Male: 2 Female: 1 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Daniel Meli - M Chris - M Lucienne Meli - F,
https://maltatoday.com/news/court_and_police/130851/man_denied_bail_pleads_not_guilty_to_rape_of_expartners_daughter,Crime and Justice,Male: 5 Female: 6 Unknown: 0,Male: 7 Female: 0 Unknown: 0,Male: 5 Female: 6 Unknown: 0,defendant - M Daughter - F Victor Axiak - M Wayne Buhagiar - M Cynthia Tomasuolo - F Jennifer Polidano - F Michaela Giglio - F Mattea Giglio - F father - M Jacob Magri - M mother - F,
https://timesofmalta.com/article/joseph-scicluna-found-notguilty-attempted-murder-dingli-field.1095983,Crime and Justice,Male: 7 Female: 2 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 7 Female: 2 Unknown: 0,Joseph Scicluna - M Mark Farrugia - M Consuelo Scerri Herrera - F Kevin Valletta - M Kaylie Bonnet - F Arthur Azzopardi  - M Jacob Magri  - M Edward Gatt - M Shaun Zammit - M,
https://maltatoday.com/news/court_and_police/132411/fouryear_prison_sentence_for_pair_who_stole_handbag_containing_a_hearing_aid_processor,Crime and Justice,Male: 2 Female: 1 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Male: 2 Female: 2 Unknown: 0,Depty Naval - M Davinder Singh - M Woman - F Gabriella Vella - F,
https://timesofmalta.com/article/penalty-cash-control-law-breaches-declared-unconstitutional.1094391,Crime and Justice,Male: 7 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 7 Female: 0 Unknown: 0,Igaale Ali Muuse - M Mark Chetcuti - M Giannino Caruana Demajo - M Anthony Ellul - M Arthur Azzopardi - M Franco Debono - M Jacob Magri - M,
https://maltatoday.com/news/court_and_police/131408/two_men_hospitalised_after_separate_traffic_incidents,Crime and Justice,Male: 2 Female: 1 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Man - M Woman - F Man - M,
https://timesofmalta.com/article/finance-minister-defends-decision-keep-tax-cola.1100319,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Clyde Caruana - M,
https://timesofmalta.com/article/if-want-blockchain-island-don-t-ask-permission.1093687,Business and Finance,Male: 3 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Max Thake - M Leonard Dorlechter - M Sam Bankman-Fried - M,
https://timesofmalta.com/article/malta-enterprise-signs-deal-semiconductor-research-leaders-imec.1091946,Business and Finance,Male: 2 Female: 0 Unknown: 1,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Silvio Schembri - M Kurt Farrugia - M Jo de Boeck - M,
https://timesofmalta.com/article/church-deficit-narrows-7m-325000-financial-report-2023-shows.1096380,Business and Finance,Male: 2 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Michael Pace Ross - M,
https://timesofmalta.com/article/corinthia-unveils-150m-brussels-hotel-astoria.1102200,Business and Finance,Male: 9 Female: 1 Unknown: 0,Male: 7 Female: 0 Unknown: 0,Male: 9 Female: 1 Unknown: 0,King of Belgium - M Winston Churchill - M Andy Warhol - M Davide Martin - M Christophe Hardiquest - M Hannah von Ongevalle - F Paul Tucker - M Simon Naudi - M Simon Casson - M Reuben Xuereb - M,
https://timesofmalta.com/article/scam-facebook-page-imitates-gozo-business.1102510,Business and Finance,Male: 3 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Owner 1 - M Owner 2 - M Byron Camilleri - M,
https://timesofmalta.com/article/aps-exploring-growth-won-t-comment-hsbc-reports.1100358,Business and Finance,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Marcel Cassar - M Ronald Mizzi - M,
https://timesofmalta.com/article/regulator-probe-claim-mia-shares-insider-trading.1096318,Business and Finance,Male: 2 Female: 0 Unknown: 2,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Paul Bonello - M Alan Borg - M MFSA official - U spokesperson - U,
https://timesofmalta.com/article/construction-continued-slow-2023-central-bank.1091691,Business and Finance,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Clyde Caruana - M Michael Stivala - M,
https://timesofmalta.com/article/from-here-long-run-strategic-review-hsbc-changes-mind-malta.1097910,Business and Finance,Male: 5 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Geoffrey Fichte - M John Dalli - M Alfred Sant - M Alfred Mifsud - M,
https://timesofmalta.com/article/farsons-reports-96-million-pretax-profit-first-half-year.1098573,Business and Finance,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Louis A Farrugia - M Norman Aquilina - M,
https://timesofmalta.com/article/watch-malta-economy-need-cpr-chamber-ceo-marthese-portelli.1097504,Business and Finance,Male: 0 Female: 1 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Marthese Portelli - F,
https://timesofmalta.com/article/malta-see-70-rise-hotel-rooms-pipeline-projects-completed.1092855,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Matthew Xuereb - M,
https://timesofmalta.com/article/some-businesses-experienced-decline-sales-black-friday-chamber-smes.1101802,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/hsbc-bank-malta-reports-record-halfyear-profits.1096162,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/food-beverages-retailer-dr-juice-begins-phasing-singleuse-cups.1091803,Business and Finance,Male: 2 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,John Winfield - M Luke Satariano - M,
https://timesofmalta.com/article/imf-calls-malta-phase-energy-tariffs.1101178,Business and Finance,Male: 0 Female: 0 Unknown: 1,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 1,Finance minister - U,
https://timesofmalta.com/article/firm-fined-ignoring-customer-red-flags.1098613,Business and Finance,Male: 0 Female: 0 Unknown: 1,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 1,Client - U,
https://timesofmalta.com/article/is-malta-overrun-supermarkets.1098617,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/income-gap-shrinks-across-europe-malta.1096245,Business and Finance,Male: 0 Female: 0 Unknown: 1,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/private-schools-insist-fee-hikes-are-driven-profit.1098133,Business and Finance,Male: 1 Female: 1 Unknown: 1,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Clifton Grima - M Spokesperson - F,
https://timesofmalta.com/article/ive-offered-free-apartment-strings-attached-should-i-take-it.1096811,Business and Finance,Male: 3 Female: 4 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 5 Female: 2 Unknown: 0,Fiance - M Luca - M Fiance - F Grandmother - F Father - M Mother - M Wife - M,
https://timesofmalta.com/article/household-savings-jump-january-february.1091715,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/i-dont-want-wait-decades-enjoy-life-how-i-boost-income-now.1095962,Business and Finance,Male: 3 Female: 1 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 2 Female: 2 Unknown: 2,Investor - U Luca - M Speaker - U British Man - M Teacher - F J.K. Rowling - F,
https://timesofmalta.com/article/competition-watchdog-probe-lidl-zebbug-qormi-plans.1098715,Business and Finance,Male: 0 Female: 0 Unknown: 1,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 1,Spokesperson - U,
https://timesofmalta.com/article/we-want-three-children-how-much-going-cost-us.1098084,Business and Finance,Male: 2 Female: 1 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Father - M Wife - F Luca - M,
https://timesofmalta.com/article/almost-500-families-receive-additional-cola-payment.1096270,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/supplier-second-interconnector-transformer-selected-following-20m-bid.1096581,Business and Finance,Male: 2 Female: 1 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Andrei Grech - M Miriam Dalli - F Joseph Vassallo - M,
https://timesofmalta.com/article/hsbc-bank-malta-makes-393m-profit-three-months.1091762,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/stockbroker-paul-bonello-return-rtk-radio-spot-shortlived-removal.1098353,Business and Finance,Male: 1 Female: 1 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Paul Bonello - M Christine Delicata - F,
https://timesofmalta.com/article/mta-marks-25-years-reflects-curse-success.1097544,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Leslie Vella - M,
https://timesofmalta.com/article/man-food-truck-dreams-battered-23000-import-nightmare.1097193,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Shane Rowe - M,
https://timesofmalta.com/article/digital-innovation-hub-opens-doors-startups-smes.1101358,Business and Finance,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Silvio Schembri - M Kenneth Brincat - M Bernard Montebello - M Chris Mercieca - M,
https://timesofmalta.com/article/plans-major-san-gwann-odz-supermarket-withdrawn-outcry.1092737,Business and Finance,Male: 2 Female: 1 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Robert Abela - M Jason Pace - M Meleney Gauci - F,
https://timesofmalta.com/article/aps-advanced-negotiations-buy-hsbc-malta.1097941,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Geoffrey Fichte - M,
https://timesofmalta.com/article/insurance-association-calls-mandatory-workplace-pensions-budget.1098480,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/emney-barred-taking-new-clients-financial-regulator.1098503,Business and Finance,Male: 1 Female: 0 Unknown: 1,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 1,Spokesperson - U Germano Arn - M,
https://timesofmalta.com/article/emney-barred-taking-new-clients-financial-regulator.1098503,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/former-emoney-ceo-directors-bear-no-responsibility-company-woes.1098254,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Germano Arn - M,
https://timesofmalta.com/article/industrial-turnover-increased-34-second-quarter-2024.1097069,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/maltese-man-honoured-princess-anne-contributions-uk-tech-industry.1091923,Business and Finance,Male: 2 Female: 1 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 1 Unknown: 1,Princess Anne - F Gerard Grech - M Joseph Grech - M,
https://timesofmalta.com/article/audit-slams-europride-budget-blowout-procurement-flaws.1102483,Business and Finance,Male: 0 Female: 1 Unknown: 1,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 1 Unknown: 1,Auditor general - U Rebecca Buttigieg - F,
https://timesofmalta.com/article/budget-failed-address-low-fertility-workfamily-conflicts-women-lobby.1100271,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/im-21-years-old-want-plan-financial-future-where-i-start.1091373,Business and Finance,Male: 2 Female: 2 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Student - M Luca - M,
https://timesofmalta.com/article/new-supermarket-ard-discount-open-round-corner-wellbee.1098079,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Robert Abela - M,
https://timesofmalta.com/article/central-bank-standin-governor-salary-topped.1096290,Business and Finance,Male: 5 Female: 0 Unknown: 2,Male: 6 Female: 0 Unknown: 0,Male: 7 Female: 0 Unknown: 0,Edward Scicluna - M Alexander Demarco - M spokesperson - M Robert Abela - M Austin Gatt - M Joseph Muscat - M Michael Bonello - M,
https://timesofmalta.com/article/tourism-revenue-expected-exceed-3-billion-end-year.1100353,Business and Finance,Male: 2 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Carlo Micallef - M Clayton Bartolo - M,
https://timesofmalta.com/article/teachers-receive-calls-return-overpaid-salaries-pay-issues-arise.1100407,Business and Finance,Male: 4 Female: 1 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Male: 4 Female: 1 Unknown: 0,Teacher - F Marco Bonnici - M Graham Sansone - M Justin Schembri - M Arnold Cassola - M,
https://timesofmalta.com/article/malta-sign-international-maritime-convention.1094006,Business and Finance,Male: 0 Female: 1 Unknown: 0,Male: 0 Female: 2 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Ann Fenech - F,
https://timesofmalta.com/article/mda-pushes-minimum-wage-rise-universal-15-corporate-tax-rate.1098097,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/hold-mfsa-fines-tripled-last-year-previous-year.1094491,Business and Finance,Male: 3 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Kenneth Farrugia - M Jesmond Gatt - M Edward Scicluna - M,
https://timesofmalta.com/article/mellieha-mayor-caught-offguard-mta-push-tables-chairs.1097676,Business and Finance,Male: 1 Female: 0 Unknown: 4,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 2,Gabriel Micallef - M spokesperson - U tourism minister - U,
https://timesofmalta.com/article/hili-ventures-hit-1-billion-revenue-in-2024.1092873,Business and Finance,Male: 1 Female: 0 Unknown: 1,Male: 1 Female: 1 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Archie Bethel - M Melo Hili - M,
https://timesofmalta.com/article/food-inflation-slowed-stabbilta-scheme-introduction-central-bank.1096965,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/stock-exchange-mia-closes-eightmonth-high.1096437,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/excommissioner-slams-insulting-mediterrane-film-festival-expenditure.1094748,Business and Finance,Male: 1 Female: 2 Unknown: 0,Male: 1 Female: 2 Unknown: 0,Male: 1 Female: 2 Unknown: 0,Oliver Mallia - M Myriam Spiteri Debono - F Julie Zahra - F,
https://timesofmalta.com/article/michael-bonello-reelected-head-mda-estate-agent-section.1092222,Business and Finance,Male: 10 Female: 0 Unknown: 0,Male: 9 Female: 0 Unknown: 0,Male: 10 Female: 0 Unknown: 0,Michael Bonello - M Bernard Mangion - M Alan Grima - M David Aquilina - M Stefan Consiglio - M Stephen Mercieca - M George Vassallo - M Henry Zammit - M Sam Zammit - M Leon Chetcuti - M,
https://timesofmalta.com/article/today-front-pages-june-24-2024.1094366,Business and Finance,Male: 3 Female: 0 Unknown: 1,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Robert Abela - M Bernard Grech - M Aleksander Vukoje - M,
https://timesofmalta.com/article/gdp-8-third-quarter-provisional-estimates.1101619,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/today-front-pages-april-29-2024.1091681,Business and Finance,Male: 3 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Commissioner - M Edwin Vassallo - M Bernard Grech - M,
https://timesofmalta.com/article/easyjet-buy-maltabased-sr-technics.1091848,Business and Finance,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Robert Abela - M Daniel Galea - M Brendan McConnellogue - M,
https://timesofmalta.com/article/employers-students-less-impressed-standards-committee-ruling.1101805,Business and Finance,Male: 5 Female: 1 Unknown: 1,Male: 4 Female: 2 Unknown: 0,Male: 5 Female: 1 Unknown: 1,Clint Camilleri - M Clayton Bartolo - M Amanda Muscat - F Kevin J. Borg - M Spokesperson - U Robert Abela - M Bernard Grech - M,
https://timesofmalta.com/article/my-partner-moving-me-how-divide-expenses.1093989,Business and Finance,Male: 2 Female: 0 Unknown: 1,Male: 1 Female: 0 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Practical Planner - F Partner - M Luca - M,
https://timesofmalta.com/article/june-unemployment-rises-9865-7820-last-year.1096018,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/bov-makes-637m-pretax-profit-three-months-increase-36.1092067,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Gordon Cordina - M,
https://timesofmalta.com/article/aps-confirms-interest-acquire-hsbc-malta.1101692,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Marcel Cassar - M,
https://timesofmalta.com/article/cap-tcns-incentive-maltese-return-home-chamber-budget-proposals.1097243,Business and Finance,Male: 1 Female: 1 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Chris Vassallo Cesareo - M Marthese Portelli - F,
https://timesofmalta.com/article/hsbc-bank-malta-future-plans-employees-union-calls-transparency.1098427,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/construction-least-important-industry-malta-growth-national-survey.1094206,Business and Finance,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Clyde Caruana - M Silvio Schembri - M,
https://timesofmalta.com/article/fitch-affirms-malta-credit-rating-revises-gdp-growth-upwards.1098091,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Robert Abela - M,
https://timesofmalta.com/article/gozitan-construction-sector-expecting-see-decline-activity-survey.1101738,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/maltese-startup-develops-foam-tech-say-prove-revolutionary.1096939,Business and Finance,Male: 2 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Keith Azzopardi - M Ruben Gatt - M,
https://timesofmalta.com/article/hili-ventures-company-prepares-bid-buy-the-point-shopping-complex.1097902,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/malta-gdp-growth-slows-still-tops-eu-table.1093168,Business and Finance,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Robert Abela - M,
https://timesofmalta.com/article/40-gozo-businesses-reported-increased-workforce-past-year.1094091,Business and Finance,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
